Hteam,Ateam,Month,Odd-1,Odd-N,Odd-2,Target
Stoke,Liverpool,12,3.4,3.2,2.25,2.0
Stoke,Liverpool,12,3.1,3.2,2.3,2.0
Stoke,Liverpool,12,2.75,3.3,2.4,2.0
Stoke,Liverpool,12,3.4,3.1,2.25,2.0
Stoke,Liverpool,12,3.6,3.2,2.25,2.0
Stoke,Liverpool,12,3.6,3.3,2.4,2.0
Stoke,Liverpool,12,3.34,3.19,2.26,2.0
Sunderland,Man City,12,6.5,4.0,1.53,2.0
Sunderland,Man City,12,5.6,3.9,1.55,2.0
Arsenal,Newcastle,12,1.44,4.5,7.0,2.0
Arsenal,Newcastle,12,1.45,4.5,6.5,2.0
Arsenal,Newcastle,12,1.5,4.0,6.1,2.0
Arsenal,Newcastle,12,1.44,4.0,8.0,2.0
Arsenal,Newcastle,12,1.45,4.8,8.5,2.0
Arsenal,Newcastle,12,1.5,4.85,8.45,2.0
Arsenal,Newcastle,12,1.42,4.49,7.57,2.0
Aston Villa,Wigan,12,2.4,3.25,3.0,0.0
Aston Villa,Wigan,12,2.35,3.2,3.1,0.0
Aston Villa,Wigan,12,2.2,3.2,3.2,0.0
Aston Villa,Wigan,12,2.4,3.1,3.1,0.0
Aston Villa,Wigan,12,2.45,3.25,3.2,0.0
Aston Villa,Wigan,12,2.47,3.37,3.25,0.0
Aston Villa,Wigan,12,2.37,3.24,3.07,0.0
Fulham,Swansea,12,2.1,3.4,3.5,0.0
Fulham,Swansea,12,2.05,3.5,3.4,0.0
Fulham,Swansea,12,2.2,3.3,3.1,0.0
Fulham,Swansea,12,2.15,3.2,3.5,0.0
Fulham,Swansea,12,2.15,3.5,3.7,0.0
Fulham,Swansea,12,2.2,3.62,3.75,0.0
Fulham,Swansea,12,2.09,3.37,3.53,0.0
Man United,West Brom,12,1.3,5.5,10.0,2.0
Man United,West Brom,12,1.3,5.25,9.25,2.0
Man United,West Brom,12,1.27,5.2,10.0,2.0
Man United,West Brom,12,1.33,4.8,10.0,2.0
Man United,West Brom,12,1.33,5.5,11.0,2.0
Man United,West Brom,12,1.29,5.49,9.97,2.0
Norwich,Man City,12,6.0,4.0,1.57,0.0
Norwich,Man City,12,6.25,3.75,1.57,0.0
Norwich,Man City,12,5.4,3.7,1.6,0.0
Norwich,Man City,12,6.0,3.6,1.6,0.0
Norwich,Man City,12,6.0,4.2,1.62,0.0
Norwich,Man City,12,6.09,4.06,1.55,0.0
Reading,West Ham,12,2.88,3.25,2.5,2.0
Reading,West Ham,12,2.8,3.25,2.5,2.0
Reading,West Ham,12,2.6,3.2,2.6,2.0
Reading,West Ham,12,2.7,3.2,2.62,2.0
Reading,West Ham,12,2.9,3.3,2.62,2.0
Reading,West Ham,12,2.95,3.56,2.63,2.0
Reading,West Ham,12,2.77,3.3,2.54,2.0
Stoke,Southampton,12,1.8,3.5,4.75,1.0
Stoke,Southampton,12,1.75,3.4,5.0,1.0
Stoke,Southampton,12,1.8,3.5,4.2,1.0
Stoke,Southampton,12,1.85,3.1,5.0,1.0
Stoke,Southampton,12,1.87,3.6,4.8,1.0
Stoke,Southampton,12,1.9,3.6,5.0,1.0
Stoke,Southampton,12,1.83,3.43,4.58,1.0
Sunderland,Tottenham,12,3.5,3.4,2.1,0.0
Sunderland,Tottenham,12,3.5,3.4,2.05,0.0
Sunderland,Tottenham,12,3.3,3.3,2.1,0.0
Sunderland,Tottenham,12,3.6,3.1,2.15,0.0
Sunderland,Tottenham,12,3.75,3.4,2.15,0.0
Sunderland,Tottenham,12,3.9,3.55,2.15,0.0
Sunderland,Tottenham,12,3.62,3.36,2.07,0.0
Everton,Chelsea,12,2.88,3.3,2.5,0.0
Everton,Chelsea,12,2.9,3.2,2.45,0.0
Everton,Chelsea,12,2.65,3.3,2.5,0.0
Everton,Chelsea,12,2.8,3.1,2.6,0.0
Everton,Chelsea,12,2.9,3.3,2.62,0.0
Everton,Chelsea,12,3.0,3.4,2.61,0.0
Everton,Chelsea,12,2.86,3.29,2.48,0.0
QPR,Liverpool,12,4.0,3.5,1.91,0.0
QPR,Liverpool,12,4.0,3.6,1.87,0.0
QPR,Liverpool,12,3.8,3.45,1.9,0.0
QPR,Liverpool,12,4.0,3.2,2.0,0.0
QPR,Liverpool,12,4.0,3.8,1.95,0.0
QPR,Liverpool,12,4.25,3.78,1.96,0.0
QPR,Liverpool,12,4.0,3.47,1.92,0.0
Man City,Stoke,1,1.29,5.5,11.0,2.0
Man City,Stoke,1,1.27,5.2,10.0,2.0
Man City,Stoke,1,1.29,5.38,10.96,2.0
Southampton,Arsenal,1,5.0,3.75,1.7,1.0
Southampton,Arsenal,1,5.0,3.9,1.65,1.0
Southampton,Arsenal,1,4.7,3.6,1.7,1.0
Southampton,Arsenal,1,5.0,3.6,1.7,1.0
Southampton,Arsenal,1,4.8,4.0,1.7,1.0
Southampton,Arsenal,1,5.2,4.05,1.73,1.0
Southampton,Arsenal,1,4.85,3.82,1.7,1.0
Swansea,Aston Villa,1,1.57,4.0,6.0,1.0
Swansea,Aston Villa,1,1.57,4.0,5.5,1.0
Swansea,Aston Villa,1,1.6,3.7,5.4,1.0
Swansea,Aston Villa,1,1.6,3.6,6.0,1.0
Swansea,Aston Villa,1,1.6,4.1,5.75,1.0
Swansea,Aston Villa,1,1.62,4.17,6.3,1.0
Swansea,Aston Villa,1,1.59,3.95,5.77,1.0
Tottenham,Reading,1,1.33,5.0,10.0,2.0
Tottenham,Reading,1,1.34,4.75,9.25,2.0
Tottenham,Reading,1,1.35,4.8,7.6,2.0
Tottenham,Reading,1,1.36,4.33,10.0,2.0
Tottenham,Reading,1,1.36,5.25,9.5,2.0
Tottenham,Reading,1,1.36,5.41,10.92,2.0
Tottenham,Reading,1,1.34,4.94,9.49,2.0
West Brom,Fulham,1,2.0,3.5,3.75,0.0
West Brom,Fulham,1,1.95,3.4,3.9,0.0
West Brom,Fulham,1,2.0,3.3,3.6,0.0
West Brom,Fulham,1,2.0,3.3,3.75,0.0
West Brom,Fulham,1,2.0,3.6,3.9,0.0
West Brom,Fulham,1,2.02,3.65,4.01,0.0
West Brom,Fulham,1,2.0,3.48,3.73,0.0
West Ham,Norwich,1,2.1,3.4,3.5,2.0
West Ham,Norwich,1,2.05,3.3,3.6,2.0
West Ham,Norwich,1,2.2,3.3,3.1,2.0
West Ham,Norwich,1,2.15,3.1,3.6,2.0
West Ham,Norwich,1,2.1,3.4,3.6,2.0
West Ham,Norwich,1,2.2,3.55,3.89,2.0
West Ham,Norwich,1,2.09,3.39,3.51,2.0
Wigan,Man United,1,6.0,4.2,1.53,0.0
Wigan,Man United,1,6.1,4.0,1.5,0.0
Wigan,Man United,1,6.0,3.75,1.57,0.0
Wigan,Man United,1,6.5,4.0,1.57,0.0
Wigan,Man United,1,5.96,4.08,1.55,0.0
Liverpool,Sunderland,2,1.4,4.5,8.5,2.0
Liverpool,Sunderland,2,1.4,4.33,8.25,2.0
Liverpool,Sunderland,2,1.45,4.0,7.0,2.0
Liverpool,Sunderland,2,1.4,4.0,9.5,2.0
Liverpool,Sunderland,2,1.4,5.0,9.0,2.0
Liverpool,Sunderland,2,1.45,5.05,10.25,2.0
Liverpool,Sunderland,2,1.38,4.63,8.51,2.0
Newcastle,Everton,2,3.0,3.4,2.38,0.0
Newcastle,Everton,2,2.95,3.25,2.4,0.0
Newcastle,Everton,2,2.75,3.3,2.4,0.0
Newcastle,Everton,2,3.0,3.2,2.4,0.0
Newcastle,Everton,2,3.1,3.4,2.38,0.0
Newcastle,Everton,2,3.35,3.5,2.45,0.0
Newcastle,Everton,2,3.01,3.38,2.33,0.0
Aston Villa,Southampton,12,2.55,3.5,2.9,0.0
Aston Villa,Southampton,12,2.45,3.25,2.85,0.0
Aston Villa,Southampton,12,2.3,3.3,2.9,0.0
Aston Villa,Southampton,12,2.62,3.1,2.8,0.0
Aston Villa,Southampton,12,2.55,3.3,3.0,0.0
Aston Villa,Southampton,12,2.6,3.48,3.05,0.0
Aston Villa,Southampton,12,2.45,3.37,2.84,0.0
Everton,Swansea,12,1.57,4.2,6.5,1.0
Everton,Swansea,12,1.53,4.1,6.0,1.0
Everton,Swansea,12,1.6,3.7,5.4,1.0
Everton,Swansea,12,1.62,3.6,6.0,1.0
Everton,Swansea,12,1.62,4.33,6.5,1.0
Everton,Swansea,12,1.62,4.41,6.77,1.0
Everton,Swansea,12,1.56,4.05,5.84,1.0
Fulham,Wigan,12,2.05,3.5,4.0,1.0
Fulham,Wigan,12,1.91,3.4,4.0,1.0
Fulham,Wigan,12,1.9,3.45,3.8,1.0
Fulham,Wigan,12,2.05,3.2,3.8,1.0
Fulham,Wigan,12,2.05,3.3,4.1,1.0
Fulham,Wigan,12,2.08,3.6,4.1,1.0
Fulham,Wigan,12,1.97,3.47,3.83,1.0
Norwich,Newcastle,12,2.2,3.6,3.4,1.0
Norwich,Newcastle,12,2.15,3.4,3.25,1.0
Norwich,Newcastle,12,2.1,3.3,3.3,1.0
Norwich,Newcastle,12,2.25,3.25,3.25,1.0
Norwich,Newcastle,12,2.25,3.5,3.5,1.0
Norwich,Newcastle,12,2.25,3.6,3.45,1.0
Norwich,Newcastle,12,2.18,3.39,3.3,1.0
QPR,Tottenham,12,4.5,3.8,1.85,1.0
QPR,Tottenham,12,4.2,3.7,1.8,1.0
QPR,Tottenham,12,3.8,3.45,1.9,1.0
QPR,Tottenham,12,4.5,3.2,1.91,1.0
QPR,Tottenham,12,4.4,3.8,1.85,1.0
QPR,Tottenham,12,4.65,3.92,1.9,1.0
QPR,Tottenham,12,4.27,3.64,1.83,1.0
Reading,West Brom,12,3.0,3.4,2.5,2.0
Reading,West Brom,12,2.9,3.2,2.45,2.0
Reading,West Brom,12,2.6,3.2,2.6,2.0
Reading,West Brom,12,3.0,3.0,2.5,2.0
Reading,West Brom,12,3.0,3.4,2.55,2.0
Reading,West Brom,12,3.05,3.46,2.6,2.0
Reading,West Brom,12,2.86,3.34,2.45,2.0
Stoke,Chelsea,12,4.33,3.5,1.95,0.0
Stoke,Chelsea,12,4.0,3.4,1.91,0.0
Stoke,Chelsea,12,3.8,3.45,1.9,0.0
Stoke,Chelsea,12,4.33,3.3,2.0,0.0
Stoke,Chelsea,12,4.4,3.55,2.0,0.0
Stoke,Chelsea,12,4.04,3.4,1.94,0.0
Sunderland,West Ham,12,2.38,3.3,3.3,2.0
Sunderland,West Ham,12,2.3,3.2,3.1,2.0
Sunderland,West Ham,12,2.2,3.3,3.1,2.0
Sunderland,West Ham,12,2.4,3.1,3.1,2.0
Sunderland,West Ham,12,2.38,3.3,3.25,2.0
Sunderland,West Ham,12,2.41,3.4,3.34,2.0
Sunderland,West Ham,12,2.31,3.25,3.17,2.0
Arsenal,Man City,1,2.63,3.5,2.8,0.0
Arsenal,Man City,1,2.55,3.4,2.65,0.0
Arsenal,Man City,1,2.65,3.3,2.5,0.0
Arsenal,Man City,1,2.7,3.0,2.8,0.0
Arsenal,Man City,1,2.6,3.5,2.8,0.0
Arsenal,Man City,1,2.75,3.5,2.83,0.0
Arsenal,Man City,1,2.59,3.37,2.69,0.0
Man United,Liverpool,1,1.91,3.8,4.2,2.0
Man United,Liverpool,1,1.8,3.8,4.1,2.0
Man United,Liverpool,1,1.75,3.6,4.3,2.0
Man United,Liverpool,1,1.95,3.3,4.0,2.0
Man United,Liverpool,1,1.95,3.6,4.3,2.0
Man United,Liverpool,1,1.95,3.8,4.5,2.0
Man United,Liverpool,1,1.87,3.64,4.06,2.0
Chelsea,Southampton,1,1.25,5.5,10.3,1.0
Chelsea,Southampton,1,1.25,5.5,12.0,1.0
Liverpool,Norwich,1,1.33,5.5,10.5,2.0
Liverpool,Norwich,1,1.3,5.25,9.75,2.0
Liverpool,Norwich,1,1.33,4.8,8.3,2.0
Liverpool,Norwich,1,1.36,4.5,9.0,2.0
Liverpool,Norwich,1,1.33,5.75,10.0,2.0
Liverpool,Norwich,1,1.31,5.25,9.66,2.0
Man City,Fulham,1,1.29,5.0,11.0,2.0
Newcastle,Reading,1,1.75,4.0,5.0,0.0
Newcastle,Reading,1,1.72,3.75,4.6,0.0
Newcastle,Reading,1,1.8,3.5,4.2,0.0
Newcastle,Reading,1,1.73,3.5,5.0,0.0
Newcastle,Reading,1,1.8,3.9,4.6,0.0
Newcastle,Reading,1,1.8,4.0,5.1,0.0
Newcastle,Reading,1,1.74,3.72,4.7,0.0
Swansea,Stoke,1,2.2,3.4,3.6,2.0
Swansea,Stoke,1,2.1,3.4,3.4,2.0
Swansea,Stoke,1,2.0,3.3,3.6,2.0
Swansea,Stoke,1,2.25,3.2,3.3,2.0
Swansea,Stoke,1,2.25,3.3,3.6,2.0
Swansea,Stoke,1,2.25,3.4,3.8,2.0
Swansea,Stoke,1,2.17,3.27,3.46,2.0
West Brom,Aston Villa,1,1.75,4.0,5.0,1.0
West Brom,Aston Villa,1,1.72,3.8,4.5,1.0
West Brom,Aston Villa,1,1.8,3.5,4.2,1.0
West Brom,Aston Villa,1,1.75,3.4,5.0,1.0
West Brom,Aston Villa,1,1.75,3.8,5.4,1.0
West Brom,Aston Villa,1,1.8,4.0,5.3,1.0
West Brom,Aston Villa,1,1.73,3.67,4.84,1.0
West Ham,QPR,1,2.1,3.5,3.75,1.0
West Ham,QPR,1,2.0,3.5,3.6,1.0
West Ham,QPR,1,2.0,3.3,3.6,1.0
West Ham,QPR,1,2.1,3.1,3.8,1.0
West Ham,QPR,1,2.1,3.6,3.75,1.0
West Ham,QPR,1,2.1,3.62,3.95,1.0
West Ham,QPR,1,2.05,3.36,3.69,1.0
Wigan,Sunderland,1,2.15,3.4,3.8,0.0
Wigan,Sunderland,1,2.1,3.25,3.6,0.0
Wigan,Sunderland,1,2.15,3.3,3.2,0.0
Wigan,Sunderland,1,2.15,3.1,3.6,0.0
Wigan,Sunderland,1,2.2,3.4,3.6,0.0
Wigan,Sunderland,1,2.16,3.52,3.85,0.0
Wigan,Sunderland,1,2.11,3.34,3.53,0.0
Chelsea,Arsenal,1,1.91,3.6,4.0,2.0
Chelsea,Arsenal,1,1.91,3.4,4.0,2.0
Chelsea,Arsenal,1,1.9,3.45,3.8,2.0
Chelsea,Arsenal,1,1.95,3.3,4.0,2.0
Chelsea,Arsenal,1,2.0,3.75,3.8,2.0
Chelsea,Arsenal,1,1.98,3.8,4.33,2.0
Chelsea,Arsenal,1,1.9,3.58,3.99,2.0
Tottenham,Man United,1,2.9,3.6,2.5,1.0
Tottenham,Man United,1,2.85,3.6,2.3,1.0
Tottenham,Man United,1,2.9,3.3,2.3,1.0
Tottenham,Man United,1,3.0,3.0,2.5,1.0
Tottenham,Man United,1,2.88,3.6,2.5,1.0
Tottenham,Man United,1,3.1,3.65,2.55,1.0
Tottenham,Man United,1,2.86,3.41,2.42,1.0
Southampton,Everton,1,3.6,3.5,2.05,1.0
Southampton,Everton,1,3.9,3.5,1.91,1.0
Southampton,Everton,1,3.6,3.3,2.0,1.0
Southampton,Everton,1,4.0,3.2,2.0,1.0
Southampton,Everton,1,3.8,3.6,2.05,1.0
Southampton,Everton,1,4.11,3.6,2.1,1.0
Southampton,Everton,1,3.7,3.42,2.02,1.0
Arsenal,West Ham,1,1.44,4.75,8.0,2.0
Arsenal,West Ham,1,1.44,4.1,7.75,2.0
Arsenal,West Ham,1,1.4,4.4,7.3,2.0
Arsenal,West Ham,1,1.44,4.2,7.5,2.0
Arsenal,West Ham,1,1.45,4.75,7.0,2.0
Arsenal,West Ham,1,1.48,4.8,8.0,2.0
Arsenal,West Ham,1,1.44,4.38,7.34,2.0
Aston Villa,Newcastle,1,2.9,3.4,2.6,0.0
Aston Villa,Newcastle,1,2.85,3.2,2.5,0.0
Aston Villa,Newcastle,1,2.4,3.3,2.75,0.0
Aston Villa,Newcastle,1,2.75,3.0,2.7,0.0
Aston Villa,Newcastle,1,2.88,3.4,2.62,0.0
Aston Villa,Newcastle,1,2.9,3.41,2.75,0.0
Aston Villa,Newcastle,1,2.75,3.3,2.6,0.0
QPR,Man City,1,5.6,3.9,1.55,1.0
Stoke,Wigan,1,2.2,3.3,3.75,1.0
Stoke,Wigan,1,2.05,3.3,3.6,1.0
Stoke,Wigan,1,2.0,3.3,3.6,1.0
Stoke,Wigan,1,2.2,3.1,3.6,1.0
Stoke,Wigan,1,2.2,3.3,3.75,1.0
Stoke,Wigan,1,2.23,3.4,4.0,1.0
Stoke,Wigan,1,2.12,3.26,3.65,1.0
Sunderland,Swansea,1,2.5,3.4,3.0,1.0
Sunderland,Swansea,1,2.55,3.25,2.75,1.0
Sunderland,Swansea,1,2.2,3.3,3.1,1.0
Sunderland,Swansea,1,2.5,3.0,3.0,1.0
Sunderland,Swansea,1,2.6,3.3,2.9,1.0
Sunderland,Swansea,1,2.6,3.4,3.1,1.0
Sunderland,Swansea,1,2.45,3.26,2.96,1.0
Arsenal,Liverpool,1,2.4,3.5,3.1,1.0
Arsenal,Liverpool,1,2.4,3.2,3.0,1.0
Arsenal,Liverpool,1,2.2,3.3,3.1,1.0
Arsenal,Liverpool,1,2.4,3.1,3.1,1.0
Arsenal,Liverpool,1,2.45,3.5,3.0,1.0
Arsenal,Liverpool,1,2.41,3.57,3.25,1.0
Arsenal,Liverpool,1,2.33,3.36,3.02,1.0
Everton,West Brom,1,1.6,4.1,6.5,2.0
Everton,West Brom,1,1.53,4.1,6.0,2.0
Everton,West Brom,1,1.6,3.7,5.4,2.0
Everton,West Brom,1,1.6,4.2,5.0,2.0
Everton,West Brom,1,1.62,4.3,5.75,2.0
Everton,West Brom,1,1.62,4.28,6.74,2.0
Everton,West Brom,1,1.58,3.95,5.84,2.0
Fulham,West Ham,1,2.2,3.5,3.5,2.0
Fulham,West Ham,1,2.15,3.4,3.3,2.0
Fulham,West Ham,1,2.0,3.3,3.6,2.0
Fulham,West Ham,1,2.2,3.2,3.4,2.0
Fulham,West Ham,1,2.25,3.5,3.4,2.0
Fulham,West Ham,1,2.22,3.6,3.6,2.0
Fulham,West Ham,1,2.16,3.38,3.34,2.0
Norwich,Tottenham,1,4.75,3.75,1.83,1.0
Norwich,Tottenham,1,4.6,3.6,1.75,1.0
Norwich,Tottenham,1,4.0,3.45,1.85,1.0
Norwich,Tottenham,1,4.5,3.3,1.85,1.0
Norwich,Tottenham,1,4.5,3.75,1.83,1.0
Norwich,Tottenham,1,4.75,3.8,1.85,1.0
Norwich,Tottenham,1,4.38,3.57,1.82,1.0
Reading,Chelsea,1,6.1,4.0,1.5,1.0
Arsenal,Stoke,2,1.44,4.5,9.0,2.0
Arsenal,Stoke,2,1.42,4.2,8.25,2.0
Arsenal,Stoke,2,1.45,4.0,7.0,2.0
Arsenal,Stoke,2,1.45,4.6,8.0,2.0
Arsenal,Stoke,2,1.45,4.87,9.91,2.0
Arsenal,Stoke,2,1.4,4.45,8.43,2.0
Everton,Aston Villa,2,1.4,5.0,9.0,1.0
Everton,Aston Villa,2,1.35,4.6,9.25,1.0
Everton,Aston Villa,2,1.42,4.4,7.2,1.0
Everton,Aston Villa,2,1.4,4.2,9.0,1.0
Everton,Aston Villa,2,1.4,5.0,9.0,1.0
Everton,Aston Villa,2,1.42,5.05,10.0,1.0
Everton,Aston Villa,2,1.38,4.63,8.7,1.0
Fulham,Man United,2,5.5,4.2,1.65,0.0
Fulham,Man United,2,5.5,4.1,1.57,0.0
Fulham,Man United,2,5.6,3.75,1.57,0.0
Fulham,Man United,2,5.5,3.6,1.67,0.0
Fulham,Man United,2,5.4,4.2,1.65,0.0
Fulham,Man United,2,5.52,3.99,1.6,0.0
Newcastle,Chelsea,2,4.0,3.6,2.0,2.0
Newcastle,Chelsea,2,3.75,3.7,1.9,2.0
Newcastle,Chelsea,2,4.0,3.45,1.85,2.0
Newcastle,Chelsea,2,4.0,3.2,2.0,2.0
Newcastle,Chelsea,2,4.0,3.5,2.05,2.0
Newcastle,Chelsea,2,4.25,3.6,2.14,2.0
Newcastle,Chelsea,2,3.79,3.37,2.02,2.0
QPR,Norwich,2,1.95,3.6,4.33,1.0
QPR,Norwich,2,1.91,3.6,3.8,1.0
QPR,Norwich,2,1.95,3.35,3.7,1.0
QPR,Norwich,2,2.0,3.2,4.0,1.0
QPR,Norwich,2,1.95,3.6,4.2,1.0
QPR,Norwich,2,2.03,3.6,4.25,1.0
QPR,Norwich,2,1.97,3.41,3.92,1.0
Reading,Sunderland,2,2.5,3.4,3.0,2.0
Reading,Sunderland,2,2.4,3.25,2.95,2.0
Reading,Sunderland,2,2.3,3.3,2.9,2.0
Reading,Sunderland,2,2.38,3.0,2.9,2.0
Reading,Sunderland,2,2.55,3.4,3.0,2.0
Reading,Sunderland,2,2.5,3.4,3.12,2.0
Reading,Sunderland,2,2.42,3.28,2.95,2.0
West Ham,Swansea,2,2.4,3.4,3.2,2.0
West Ham,Swansea,2,2.4,3.2,3.0,2.0
West Ham,Swansea,2,2.3,3.1,3.1,2.0
West Ham,Swansea,2,2.45,3.1,3.0,2.0
West Ham,Swansea,2,2.45,3.4,3.1,2.0
West Ham,Swansea,2,2.45,3.41,3.25,2.0
West Ham,Swansea,2,2.34,3.29,3.08,2.0
Wigan,Southampton,2,2.2,3.5,3.5,1.0
Wigan,Southampton,2,2.15,3.4,3.3,1.0
Wigan,Southampton,2,2.0,3.3,3.6,1.0
Wigan,Southampton,2,2.25,3.1,3.4,1.0
Wigan,Southampton,2,2.25,3.4,3.5,1.0
Wigan,Southampton,2,2.25,3.59,3.6,1.0
Wigan,Southampton,2,2.16,3.37,3.38,1.0
Man City,Liverpool,3,1.83,3.9,4.5,1.0
Man City,Liverpool,3,1.85,3.8,3.8,1.0
Man City,Liverpool,3,1.8,3.5,4.2,1.0
Man City,Liverpool,3,1.85,3.5,4.2,1.0
Man City,Liverpool,3,1.87,3.9,4.3,1.0
Man City,Liverpool,3,1.85,3.91,4.6,1.0
Man City,Liverpool,3,1.82,3.61,4.36,1.0
West Brom,Tottenham,3,3.6,3.4,2.2,0.0
West Brom,Tottenham,3,3.5,3.3,2.1,0.0
West Brom,Tottenham,3,3.6,3.3,2.0,0.0
West Brom,Tottenham,3,3.3,3.3,2.2,0.0
West Brom,Tottenham,3,3.7,3.51,2.2,0.0
West Brom,Tottenham,3,3.47,3.35,2.13,0.0
Chelsea,Wigan,9,1.36,5.5,9.5,2.0
Chelsea,Wigan,9,1.34,5.0,8.5,2.0
Chelsea,Wigan,9,1.3,5.0,9.0,2.0
Chelsea,Wigan,9,1.36,4.5,9.0,2.0
Chelsea,Wigan,9,1.36,5.5,9.0,2.0
Chelsea,Wigan,9,1.36,5.6,10.5,2.0
Chelsea,Wigan,9,1.32,5.27,9.13,2.0
Norwich,Fulham,9,2.3,3.4,3.4,1.0
Norwich,Fulham,9,2.3,3.25,3.1,1.0
Norwich,Fulham,9,2.3,3.3,2.9,1.0
Norwich,Fulham,9,2.3,3.2,3.2,1.0
Norwich,Fulham,9,2.3,3.4,3.25,1.0
Norwich,Fulham,9,2.31,3.47,3.45,1.0
Norwich,Fulham,9,2.26,3.34,3.18,1.0
Southampton,Man City,9,5.75,4.0,1.67,2.0
Southampton,Man City,9,5.5,4.0,1.57,2.0
Southampton,Man City,9,5.6,3.9,1.55,2.0
Southampton,Man City,9,5.5,3.6,1.67,2.0
Southampton,Man City,9,5.4,4.1,1.67,2.0
Southampton,Man City,9,6.0,4.2,1.67,2.0
Southampton,Man City,9,5.43,3.94,1.62,2.0
Stoke,Reading,9,1.91,3.5,4.6,2.0
Stoke,Reading,9,1.83,3.4,4.4,2.0
Stoke,Reading,9,1.9,3.45,3.8,2.0
Stoke,Reading,9,1.95,3.1,4.5,2.0
Stoke,Reading,9,1.95,3.6,4.3,2.0
Stoke,Reading,9,1.95,3.62,4.7,2.0
Stoke,Reading,9,1.88,3.45,4.3,2.0
Sunderland,Arsenal,9,4.5,3.6,1.91,0.0
Sunderland,Arsenal,9,4.0,3.6,1.85,0.0
Sunderland,Arsenal,9,4.2,3.5,1.8,0.0
Sunderland,Arsenal,9,4.2,3.3,1.91,0.0
Sunderland,Arsenal,9,4.3,3.7,1.91,0.0
Sunderland,Arsenal,9,4.62,3.75,1.91,0.0
Sunderland,Arsenal,9,4.22,3.55,1.86,0.0
Swansea,QPR,9,1.83,3.75,4.75,2.0
Swansea,QPR,9,1.83,3.4,4.4,2.0
Swansea,QPR,9,1.8,3.5,4.2,2.0
Swansea,QPR,9,1.91,3.3,4.2,2.0
Swansea,QPR,9,1.9,3.6,4.5,2.0
Swansea,QPR,9,1.91,3.75,5.04,2.0
Swansea,QPR,9,1.82,3.52,4.51,2.0
Tottenham,Newcastle,9,1.67,4.0,5.75,2.0
Tottenham,Newcastle,9,1.65,3.8,5.0,2.0
Tottenham,Newcastle,9,1.7,3.6,4.7,2.0
Tottenham,Newcastle,9,1.7,3.4,5.5,2.0
Tottenham,Newcastle,9,1.7,4.0,5.2,2.0
Tottenham,Newcastle,9,1.7,4.19,5.7,2.0
Tottenham,Newcastle,9,1.65,3.87,5.24,2.0
Aston Villa,West Ham,10,2.63,3.4,2.88,2.0
Aston Villa,West Ham,10,2.55,3.25,2.75,2.0
Aston Villa,West Ham,10,2.45,3.3,2.7,2.0
Aston Villa,West Ham,10,2.7,3.0,2.8,2.0
Aston Villa,West Ham,10,2.7,3.4,2.75,2.0
Aston Villa,West Ham,10,2.7,3.45,2.9,2.0
Aston Villa,West Ham,10,2.56,3.29,2.76,2.0
Man United,Everton,10,1.75,3.9,5.0,2.0
Man United,Everton,10,1.7,3.8,4.75,2.0
Man United,Everton,10,1.65,3.6,5.1,2.0
Man United,Everton,10,1.8,3.25,5.0,2.0
Man United,Everton,10,1.8,4.0,4.5,2.0
Man United,Everton,10,1.8,4.0,5.1,2.0
Man United,Everton,10,1.72,3.82,4.69,2.0
Liverpool,West Brom,11,1.4,5.0,9.0,0.0
Liverpool,West Brom,11,1.34,5.0,8.5,0.0
Liverpool,West Brom,11,1.37,4.6,7.5,0.0
Liverpool,West Brom,11,1.4,4.5,8.0,0.0
Liverpool,West Brom,11,1.4,5.0,8.5,0.0
Liverpool,West Brom,11,1.4,5.28,9.5,0.0
Liverpool,West Brom,11,1.37,4.77,8.54,0.0
Liverpool,Swansea,2,1.57,4.4,6.0,2.0
Liverpool,Swansea,2,1.57,4.1,5.5,2.0
Liverpool,Swansea,2,1.55,3.9,5.6,2.0
Liverpool,Swansea,2,1.57,4.0,5.5,2.0
Liverpool,Swansea,2,1.6,4.2,6.0,2.0
Liverpool,Swansea,2,1.6,4.47,6.5,2.0
Liverpool,Swansea,2,1.55,4.14,5.84,2.0
Arsenal,Aston Villa,2,1.33,5.5,11.0,2.0
Arsenal,Aston Villa,2,1.3,5.25,9.25,2.0
Arsenal,Aston Villa,2,1.35,4.8,7.6,2.0
Arsenal,Aston Villa,2,1.33,4.5,11.0,2.0
Arsenal,Aston Villa,2,1.33,5.5,10.5,2.0
Arsenal,Aston Villa,2,1.31,5.27,9.83,2.0
Fulham,Stoke,2,2.2,3.3,3.75,2.0
Fulham,Stoke,2,2.05,3.3,3.6,2.0
Fulham,Stoke,2,2.05,3.3,3.5,2.0
Fulham,Stoke,2,2.25,3.0,3.5,2.0
Fulham,Stoke,2,2.25,3.3,3.6,2.0
Fulham,Stoke,2,2.25,3.4,3.8,2.0
Fulham,Stoke,2,2.13,3.26,3.56,2.0
Norwich,Everton,2,3.8,3.5,2.1,2.0
Norwich,Everton,2,3.6,3.3,2.05,2.0
Norwich,Everton,2,3.6,3.3,2.0,2.0
Norwich,Everton,2,3.6,3.1,2.15,2.0
Norwich,Everton,2,3.6,3.5,2.15,2.0
Norwich,Everton,2,3.9,3.5,2.15,2.0
Norwich,Everton,2,3.62,3.35,2.08,2.0
QPR,Man United,2,6.47,4.03,1.53,0.0
